2023-09-18 16:21:12,21.419355
2023-09-18 16:28:16,21.419353
2023-09-18 16:35:23,22.451614
2023-09-18 16:42:27,21.483871
2023-09-18 16:49:31,21.903227
2023-09-18 16:56:35,21.419355
2023-09-18 17:03:39,21.516129
2023-09-18 17:10:43,21.967741
2023-09-18 17:17:47,22.129034
2023-09-18 17:31:54,22.032259
2023-09-18 17:38:59,21.483871
2023-09-18 17:46:03,22.580647
2023-09-18 17:53:07,22.193548
2023-09-18 18:00:11,21.709679
2023-09-18 18:07:15,21.903227
2023-09-18 18:14:19,21.032259
2023-09-18 18:28:27,21.903225
2023-09-18 18:35:31,21.354841
2023-09-18 18:42:35,22.193548
2023-09-18 19:03:47,22
2023-09-18 19:10:51,20.677418
2023-09-18 19:17:55,21.580647
2023-09-18 19:24:59,21.48387
2023-09-18 19:32:03,21.483871
2023-09-18 19:39:07,22.225811
2023-09-18 19:46:11,21.580647
2023-09-18 20:14:27,22.451612
2023-09-18 20:21:31,22.064518
2023-09-18 20:35:39,21.290323
2023-09-18 20:42:43,20.709679
2023-09-18 20:49:47,21.51613
2023-09-18 21:18:03,22.161291
2023-09-18 21:25:07,22.225807
2023-09-18 21:46:19,20.83871
2023-09-18 21:53:22,20.290323
2023-09-18 22:00:27,21.35484
2023-09-18 22:07:31,21.580647
2023-09-18 22:14:35,21.22581
2023-09-18 22:21:39,20.064518
2023-09-18 22:28:45,21.225807
2023-09-18 22:35:49,21.193548
2023-09-18 22:42:53,21.35484
2023-09-18 22:57:01,21.129036
2023-09-18 23:04:05,19.935486
2023-09-18 23:11:09,21.161291
2023-09-18 23:18:13,21.806454
2023-09-18 23:25:17,20.35484
2023-09-18 23:32:21,19.806452
2023-09-18 23:39:25,22.419353
2023-09-18 23:46:35,20.709677
2023-09-18 23:53:39,21.580645
2023-09-19 00:00:49,21.064518
2023-09-19 00:07:53,21.483871
2023-09-19 00:14:57,21.67742
2023-09-19 00:22:01,21.677418
2023-09-19 00:29:05,21.096775
2023-09-19 00:36:09,21.903225
2023-09-19 00:43:13,22.064516
2023-09-19 00:50:17,21.548388
2023-09-19 00:57:20,21.999998
2023-09-19 01:04:27,21.741934
2023-09-19 01:11:32,22.483873
2023-09-19 01:18:39,22.451616
2023-09-19 01:25:43,22.48387
2023-09-19 01:32:47,22
2023-09-19 01:39:51,21.967745
2023-09-19 01:46:55,21.677418
2023-09-19 01:53:59,21.741938
2023-09-19 02:08:07,20.193548
2023-09-19 02:15:11,22.129032
2023-09-19 02:22:14,21.193548
2023-09-19 02:29:19,22.19355
2023-09-19 02:36:23,21.54839
2023-09-19 02:43:27,22.000004
2023-09-19 02:50:31,21.290325
2023-09-19 02:57:35,21.322582
2023-09-19 03:04:39,21.451614
2023-09-19 03:11:43,21.774195
2023-09-19 03:18:50,21.709679
2023-09-19 03:25:54,21.580647
2023-09-19 03:32:58,22.225807
2023-09-19 03:40:02,21.129032
2023-09-19 03:47:06,21.741934
2023-09-19 03:54:10,21.612904
2023-09-19 04:08:18,22.193548
2023-09-19 04:15:22,22.19355
2023-09-19 04:22:26,22.19355
2023-09-19 04:29:30,22.064518
2023-09-19 04:36:34,22.451614
2023-09-19 04:43:38,23
2023-09-19 04:50:42,22.129032
2023-09-19 04:57:46,21.419353
2023-09-19 05:04:50,22.709677
2023-09-19 05:11:53,22
2023-09-19 05:18:58,22.806452
2023-09-19 05:26:02,22.03226
2023-09-19 05:33:12,22.419353
2023-09-19 05:40:16,22.580647
2023-09-19 05:47:23,23.548386
2023-09-19 05:54:27,22.580645
2023-09-19 06:01:31,21.77419
2023-09-19 06:08:34,22.67742
2023-09-19 06:15:42,22.258066
2023-09-19 06:22:46,22.258066
2023-09-19 06:29:50,22.64516
2023-09-19 06:36:54,21.483871
2023-09-19 06:43:58,21.903225
2023-09-19 06:51:02,22.612904
2023-09-19 06:58:06,22.096775
2023-09-19 07:05:10,22.322582
